----------------------------------------------------------
-- This is the Insert Script for the Parking_Type Table --
----------------------------------------------------------
insert into PARKING_TYPE (PARKING_TYPE_ID, TYPE) values ('PT001', 'No Parking');
insert into PARKING_TYPE (PARKING_TYPE_ID, TYPE) values ('PT002', 'Street Parking');
insert into PARKING_TYPE (PARKING_TYPE_ID, TYPE) values ('PT003', 'Garage Parking');
insert into PARKING_TYPE (PARKING_TYPE_ID, TYPE) values ('PT004', 'Parking Lot');
insert into PARKING_TYPE (PARKING_TYPE_ID, TYPE) values ('PT005', 'Parking Ramp');
insert into PARKING_TYPE (PARKING_TYPE_ID, TYPE) values ('PT006', 'Metered Parking');
insert into PARKING_TYPE (PARKING_TYPE_ID, TYPE) values ('PT007', 'Valet Parking');
insert into PARKING_TYPE (PARKING_TYPE_ID, TYPE) values ('PT008', 'Fringe Parking');

-----------------------------------------------------------
-- This is the Insert Script for the Private_Owner Table --
-----------------------------------------------------------
insert into PRIVATE_OWNER (OWNER_NO, FNAME, LNAME, STREET, CITY, STATE, POST_CODE, TELNO) values ('1', 'Alanah', 'Hamlington', '2 Loeprich Road', 'Savannah', 'GA', '31405', '9123375945');
insert into PRIVATE_OWNER (OWNER_NO, FNAME, LNAME, STREET, CITY, STATE, POST_CODE, TELNO) values ('237', 'Doreen', 'Coning', '1 Dexter Place', 'San Diego', 'CA', '92132', '8583277373');
insert into PRIVATE_OWNER (OWNER_NO, FNAME, LNAME, STREET, CITY, STATE, POST_CODE, TELNO) values ('238', 'Lamond', 'Aldus', '863 Katie Hill', 'Raleigh', 'NC', '27658', '9191969402');
insert into PRIVATE_OWNER (OWNER_NO, FNAME, LNAME, STREET, CITY, STATE, POST_CODE, TELNO) values ('239', 'Con', 'Vyel', '8373 Morning Street', 'Jacksonville', 'FL', '32236', '9049322675');
insert into PRIVATE_OWNER (OWNER_NO, FNAME, LNAME, STREET, CITY, STATE, POST_CODE, TELNO) values ('240', 'Genvieve', 'Peris', '9885 Eagan Road', 'Los Angeles', 'CA', '90081', '2139780231');
insert into PRIVATE_OWNER (OWNER_NO, FNAME, LNAME, STREET, CITY, STATE, POST_CODE, TELNO) values ('241', 'Inness', 'Ganing', '84442 Dakota Court', 'Racine', 'WI', '53405', '2621939609');
insert into PRIVATE_OWNER (OWNER_NO, FNAME, LNAME, STREET, CITY, STATE, POST_CODE, TELNO) values ('242', 'Emili', 'Ughelli', '40017 Lien Plaza', 'Carson City', 'NV', '89714', '7752765222');
insert into PRIVATE_OWNER (OWNER_NO, FNAME, LNAME, STREET, CITY, STATE, POST_CODE, TELNO) values ('243', 'Bellanca', 'Kenewell', '00488 Dakota Alley', 'Arlington', 'TX', '76016', '8172716682');
insert into PRIVATE_OWNER (OWNER_NO, FNAME, LNAME, STREET, CITY, STATE, POST_CODE, TELNO) values ('244', 'Kathie', 'O''Geaney', '813 Continental Terrace', 'Gainesville', 'GA', '30506', '6787674290');
insert into PRIVATE_OWNER (OWNER_NO, FNAME, LNAME, STREET, CITY, STATE, POST_CODE, TELNO) values ('245', 'Kaylee', 'Lawrey', '490 Sommers Junction', 'Tacoma', 'WA', '98411', '2537539128');
insert into PRIVATE_OWNER (OWNER_NO, FNAME, LNAME, STREET, CITY, STATE, POST_CODE, TELNO) values ('246', 'Jody', 'Leynagh', '8 Warner Junction', 'Las Vegas', 'NV', '89120', '7028026292');
insert into PRIVATE_OWNER (OWNER_NO, FNAME, LNAME, STREET, CITY, STATE, POST_CODE, TELNO) values ('247', 'Essy', 'Ratter', '857 Green Alley', 'Miami', 'FL', '33142', '7869940849');
insert into PRIVATE_OWNER (OWNER_NO, FNAME, LNAME, STREET, CITY, STATE, POST_CODE, TELNO) values ('248', 'Willie', 'Piffe', '4 Lakewood Trail', 'Kansas City', 'MO', '64101', '8167531842');
insert into PRIVATE_OWNER (OWNER_NO, FNAME, LNAME, STREET, CITY, STATE, POST_CODE, TELNO) values ('249', 'Ollie', 'Kellock', '8447 Novick Hill', 'Redwood City', 'CA', '94064', '6507426018');
insert into PRIVATE_OWNER (OWNER_NO, FNAME, LNAME, STREET, CITY, STATE, POST_CODE, TELNO) values ('250', 'Peter', 'Shermar', '1 Mosinee Plaza', 'Columbus', 'OH', '43268', '6149913309');
insert into PRIVATE_OWNER (OWNER_NO, FNAME, LNAME, STREET, CITY, STATE, POST_CODE, TELNO) values ('251', 'Trace', 'Feasby', '41 Brickson Park Plaza', 'Austin', 'TX', '78759', '5128567873');
insert into PRIVATE_OWNER (OWNER_NO, FNAME, LNAME, STREET, CITY, STATE, POST_CODE, TELNO) values ('252', 'Trumann', 'Hovie', '60 Transport Terrace', 'Fayetteville', 'NC', '28305', '9108403211');
insert into PRIVATE_OWNER (OWNER_NO, FNAME, LNAME, STREET, CITY, STATE, POST_CODE, TELNO) values ('253', 'Theodore', 'Sheavills', '5 Hagan Street', 'North Hollywood', 'CA', '91606', '8184271147');
insert into PRIVATE_OWNER (OWNER_NO, FNAME, LNAME, STREET, CITY, STATE, POST_CODE, TELNO) values ('254', 'Rinaldo', 'Mordecai', '60591 Lindbergh Avenue', 'Akron', 'OH', '44305', '3301678687');
insert into PRIVATE_OWNER (OWNER_NO, FNAME, LNAME, STREET, CITY, STATE, POST_CODE, TELNO) values ('255', 'Bekki', 'Cruise', '7239 Arizona Pass', 'Madison', 'WI', '53790', '6085952589');
insert into PRIVATE_OWNER (OWNER_NO, FNAME, LNAME, STREET, CITY, STATE, POST_CODE, TELNO) values ('256', 'Berta', 'Woodus', '29749 Pennsylvania Pass', 'Wilkes Barre', 'PA', '18706', '5707724454');
insert into PRIVATE_OWNER (OWNER_NO, FNAME, LNAME, STREET, CITY, STATE, POST_CODE, TELNO) values ('257', 'Adlai', 'Aldwich', '5 Lotheville Lane', 'Portland', 'OR', '97271', '9717063026');
insert into PRIVATE_OWNER (OWNER_NO, FNAME, LNAME, STREET, CITY, STATE, POST_CODE, TELNO) values ('258', 'Rockie', 'Basnett', '2315 Valley Edge Street', 'Denver', 'CO', '80228', '3038986478');
insert into PRIVATE_OWNER (OWNER_NO, FNAME, LNAME, STREET, CITY, STATE, POST_CODE, TELNO) values ('259', 'Edik', 'Bront', '03827 Fulton Hill', 'Fresno', 'CA', '93750', '5594076448');
insert into PRIVATE_OWNER (OWNER_NO, FNAME, LNAME, STREET, CITY, STATE, POST_CODE, TELNO) values ('260', 'Pembroke', 'Esel', '2 Waywood Street', 'New York City', 'NY', '10090', '2125889738');
insert into PRIVATE_OWNER (OWNER_NO, FNAME, LNAME, STREET, CITY, STATE, POST_CODE, TELNO) values ('261', 'Langston', 'Coyte', '87009 Melody Court', 'Huntsville', 'AL', '35895', '2569928429');
insert into PRIVATE_OWNER (OWNER_NO, FNAME, LNAME, STREET, CITY, STATE, POST_CODE, TELNO) values ('262', 'Silas', 'Rubrow', '73586 Del Sol Alley', 'Cleveland', 'OH', '44111', '2161312508');
insert into PRIVATE_OWNER (OWNER_NO, FNAME, LNAME, STREET, CITY, STATE, POST_CODE, TELNO) values ('263', 'Patton', 'Tale', '55 Clove Park', 'Dayton', 'OH', '45432', '9371243661');
insert into PRIVATE_OWNER (OWNER_NO, FNAME, LNAME, STREET, CITY, STATE, POST_CODE, TELNO) values ('264', 'Giorgio', 'Dorcey', '39 Butterfield Drive', 'Tallahassee', 'FL', '32309', '8507534921');
insert into PRIVATE_OWNER (OWNER_NO, FNAME, LNAME, STREET, CITY, STATE, POST_CODE, TELNO) values ('265', 'Linea', 'Patient', '94938 Shopko Road', 'Sacramento', 'CA', '95865', '9162089286');
insert into PRIVATE_OWNER (OWNER_NO, FNAME, LNAME, STREET, CITY, STATE, POST_CODE, TELNO) values ('266', 'Bobbette', 'Hardy', '6 Charing Cross Street', 'Round Rock', 'TX', '78682', '5121824903');
insert into PRIVATE_OWNER (OWNER_NO, FNAME, LNAME, STREET, CITY, STATE, POST_CODE, TELNO) values ('267', 'Perkin', 'Headford', '28692 Vernon Terrace', 'New Orleans', 'LA', '70183', '5045212663');
insert into PRIVATE_OWNER (OWNER_NO, FNAME, LNAME, STREET, CITY, STATE, POST_CODE, TELNO) values ('268', 'Shalne', 'McGilvray', '162 Harper Center', 'Philadelphia', 'PA', '19178', '2155578348');
insert into PRIVATE_OWNER (OWNER_NO, FNAME, LNAME, STREET, CITY, STATE, POST_CODE, TELNO) values ('269', 'Artur', 'Gagen', '584 Ramsey Park', 'Rockford', 'IL', '61110', '8157817484');
insert into PRIVATE_OWNER (OWNER_NO, FNAME, LNAME, STREET, CITY, STATE, POST_CODE, TELNO) values ('270', 'Michelle', 'Smithin', '00153 Oxford Junction', 'Vienna', 'VA', '22184', '5713362513');
insert into PRIVATE_OWNER (OWNER_NO, FNAME, LNAME, STREET, CITY, STATE, POST_CODE, TELNO) values ('271', 'Jere', 'Thal', '8057 Crescent Oaks Alley', 'Richmond', 'VA', '23277', '8049265134');
insert into PRIVATE_OWNER (OWNER_NO, FNAME, LNAME, STREET, CITY, STATE, POST_CODE, TELNO) values ('272', 'Sarette', 'Silcocks', '793 Waywood Trail', 'Gaithersburg', 'MD', '20883', '2402653723');
insert into PRIVATE_OWNER (OWNER_NO, FNAME, LNAME, STREET, CITY, STATE, POST_CODE, TELNO) values ('273', 'Allsun', 'Tellesson', '3835 Graceland Center', 'Waterbury', 'CT', '06726', '2037299172');
insert into PRIVATE_OWNER (OWNER_NO, FNAME, LNAME, STREET, CITY, STATE, POST_CODE, TELNO) values ('274', 'Lane', 'Sillito', '4 Elmside Point', 'Atlanta', 'GA', '31132', '4047930899');
insert into PRIVATE_OWNER (OWNER_NO, FNAME, LNAME, STREET, CITY, STATE, POST_CODE, TELNO) values ('275', 'Mitchell', 'Mattioli', '364 Logan Street', 'Lancaster', 'PA', '17622', '7177400830');
insert into PRIVATE_OWNER (OWNER_NO, FNAME, LNAME, STREET, CITY, STATE, POST_CODE, TELNO) values ('276', 'Cass', 'Winslett', '628 Hansons Circle', 'Huntington', 'WV', '25705', '3044561832');
insert into PRIVATE_OWNER (OWNER_NO, FNAME, LNAME, STREET, CITY, STATE, POST_CODE, TELNO) values ('277', 'Shell', 'Sydry', '947 Hansons Circle', 'Columbus', 'OH', '43268', '6144932946');
insert into PRIVATE_OWNER (OWNER_NO, FNAME, LNAME, STREET, CITY, STATE, POST_CODE, TELNO) values ('278', 'Rhonda', 'Simoncello', '50703 Hollow Ridge Center', 'Pittsburgh', 'PA', '15235', '7243105698');
insert into PRIVATE_OWNER (OWNER_NO, FNAME, LNAME, STREET, CITY, STATE, POST_CODE, TELNO) values ('279', 'Linoel', 'Isakovitch', '92863 Raven Street', 'Jamaica', 'NY', '11407', '5167539928');
insert into PRIVATE_OWNER (OWNER_NO, FNAME, LNAME, STREET, CITY, STATE, POST_CODE, TELNO) values ('280', 'Davina', 'Tesmond', '40 Forest Dale Park', 'Jamaica', 'NY', '11480', '7186542683');
insert into PRIVATE_OWNER (OWNER_NO, FNAME, LNAME, STREET, CITY, STATE, POST_CODE, TELNO) values ('281', 'Xylina', 'Livesay', '7799 Banding Way', 'Falls Church', 'VA', '22047', '5714242717');
insert into PRIVATE_OWNER (OWNER_NO, FNAME, LNAME, STREET, CITY, STATE, POST_CODE, TELNO) values ('282', 'Ollie', 'Strathdee', '74 Merrick Alley', 'Littleton', 'CO', '80126', '7204561777');
insert into PRIVATE_OWNER (OWNER_NO, FNAME, LNAME, STREET, CITY, STATE, POST_CODE, TELNO) values ('283', 'Flemming', 'Lovick', '2196 Gateway Place', 'Joliet', 'IL', '60435', '8157656797');
insert into PRIVATE_OWNER (OWNER_NO, FNAME, LNAME, STREET, CITY, STATE, POST_CODE, TELNO) values ('284', 'Tate', 'Crane', '7 Farmco Street', 'Bradenton', 'FL', '34210', '9413795982');
insert into PRIVATE_OWNER (OWNER_NO, FNAME, LNAME, STREET, CITY, STATE, POST_CODE, TELNO) values ('285', 'Jarib', 'Ashurst', '009 Duke Junction', 'Austin', 'TX', '78732', '5126512130');
insert into PRIVATE_OWNER (OWNER_NO, FNAME, LNAME, STREET, CITY, STATE, POST_CODE, TELNO) values ('286', 'Tildie', 'Richie', '06311 Carioca Terrace', 'Pittsburgh', 'PA', '15205', '4126075476');
insert into PRIVATE_OWNER (OWNER_NO, FNAME, LNAME, STREET, CITY, STATE, POST_CODE, TELNO) values ('287', 'Clair', 'Geleman', '47 Lindbergh Terrace', 'Santa Monica', 'CA', '90410', '3109455718');
insert into PRIVATE_OWNER (OWNER_NO, FNAME, LNAME, STREET, CITY, STATE, POST_CODE, TELNO) values ('288', 'Cosme', 'Rozec', '564 Jenna Pass', 'Salt Lake City', 'UT', '84145', '8019456759');
insert into PRIVATE_OWNER (OWNER_NO, FNAME, LNAME, STREET, CITY, STATE, POST_CODE, TELNO) values ('289', 'Patti', 'Probetts', '20024 Dixon Terrace', 'Austin', 'TX', '78764', '5125250903');
insert into PRIVATE_OWNER (OWNER_NO, FNAME, LNAME, STREET, CITY, STATE, POST_CODE, TELNO) values ('290', 'Spenser', 'Wooton', '0321 Caliangt Way', 'El Paso', 'TX', '79950', '9159942735');
insert into PRIVATE_OWNER (OWNER_NO, FNAME, LNAME, STREET, CITY, STATE, POST_CODE, TELNO) values ('291', 'Patrizio', 'Chirm', '7 Alpine Center', 'Sacramento', 'CA', '95894', '9165647246');
insert into PRIVATE_OWNER (OWNER_NO, FNAME, LNAME, STREET, CITY, STATE, POST_CODE, TELNO) values ('292', 'Ike', 'Corteis', '5 Oxford Center', 'Baton Rouge', 'LA', '70820', '2259045426');

------------------------------------------------------
-- This is the Insert Script for the Property Table --
------------------------------------------------------
insert into PROPERTY (PROPERTY_NO, STREET, CITY, POST_CODE, PROP_TYPE, ROOMS, ASKING_PRICE, RENTAL_PRICE, STAFFNO, OWNER_NO, COMMERCIAL_TYPE, PARKING_TYPE_ID, PROP_YEAR, PROP_SIZE, BATHROOM_COUNT, PETS_ALLOWED, UTILITIES_INCLUDED, NUM_FLOORS, YARD, BRANCHNO) values (2, '0316 Nobel Avenue', 'Talldaww', 99754, 'House', 0, 1776202, 3316, 27, 24, 'Home', 'PT005', 1956, 6773, 4, 'Y', 'Y', 1, 255, 5);
insert into PROPERTY (PROPERTY_NO, STREET, CITY, POST_CODE, PROP_TYPE, ROOMS, ASKING_PRICE, RENTAL_PRICE, STAFFNO, OWNER_NO, COMMERCIAL_TYPE, PARKING_TYPE_ID, PROP_YEAR, PROP_SIZE, BATHROOM_COUNT, PETS_ALLOWED, UTILITIES_INCLUDED, NUM_FLOORS, YARD, BRANCHNO) values (3, '2324 Coolidge Road', 'Cruz del Eje', 40479, 'House', 0, 1624166, 4220, 42, 239, 'Home', 'PT002', 1930, 6366, 0, 'Y', 'Y', 5, 78, 6);
insert into PROPERTY (PROPERTY_NO, STREET, CITY, POST_CODE, PROP_TYPE, ROOMS, ASKING_PRICE, RENTAL_PRICE, STAFFNO, OWNER_NO, COMMERCIAL_TYPE, PARKING_TYPE_ID, PROP_YEAR, PROP_SIZE, BATHROOM_COUNT, PETS_ALLOWED, UTILITIES_INCLUDED, NUM_FLOORS, YARD, BRANCHNO) values (5, '68 Shasta Park', 'Rájecko', 88352, 'House', 5, 1219991, 480, 58, 88, 'Home', 'PT001', 1935, 1801, 4, 'Y', 'N', 3, 349, 6);
insert into PROPERTY (PROPERTY_NO, STREET, CITY, POST_CODE, PROP_TYPE, ROOMS, ASKING_PRICE, RENTAL_PRICE, STAFFNO, OWNER_NO, COMMERCIAL_TYPE, PARKING_TYPE_ID, PROP_YEAR, PROP_SIZE, BATHROOM_COUNT, PETS_ALLOWED, UTILITIES_INCLUDED, NUM_FLOORS, YARD, BRANCHNO) values (7, '30225 Everett Drive', 'Tomelilla', 20723, 'Apt', 4, 694124, 2411, 19, 182, 'Home', 'PT003', 1967, 3858, 4, 'N', 'Y', 1, 229, 10);
insert into PROPERTY (PROPERTY_NO, STREET, CITY, POST_CODE, PROP_TYPE, ROOMS, ASKING_PRICE, RENTAL_PRICE, STAFFNO, OWNER_NO, COMMERCIAL_TYPE, PARKING_TYPE_ID, PROP_YEAR, PROP_SIZE, BATHROOM_COUNT, PETS_ALLOWED, UTILITIES_INCLUDED, NUM_FLOORS, YARD, BRANCHNO) values (8, '0 Sachtjen Point', 'Nampula', 83107, 'Apt', 4, 614678, 3979, 25, 226, 'Home', 'PT002', 1977, 2329, 1, 'N', 'N', 3, 45, 3);
insert into PROPERTY (PROPERTY_NO, STREET, CITY, POST_CODE, PROP_TYPE, ROOMS, ASKING_PRICE, RENTAL_PRICE, STAFFNO, OWNER_NO, COMMERCIAL_TYPE, PARKING_TYPE_ID, PROP_YEAR, PROP_SIZE, BATHROOM_COUNT, PETS_ALLOWED, UTILITIES_INCLUDED, NUM_FLOORS, YARD, BRANCHNO) values (9, '264 Porter Way', 'Anyar', 96851, 'Apt', 3, 1006263, 1713, 33, 5, 'Home', 'PT004', 1950, 6712, 0, 'N', 'N', 3, 337, 10);
insert into PROPERTY (PROPERTY_NO, STREET, CITY, POST_CODE, PROP_TYPE, ROOMS, ASKING_PRICE, RENTAL_PRICE, STAFFNO, OWNER_NO, COMMERCIAL_TYPE, PARKING_TYPE_ID, PROP_YEAR, PROP_SIZE, BATHROOM_COUNT, PETS_ALLOWED, UTILITIES_INCLUDED, NUM_FLOORS, YARD, BRANCHNO) values (10, '3182 Straubel Court', 'Lampuyang', 76307, 'Apt', 4, 604125, 2241, 33, 92, 'Store', 'PT001', 2010, 4835, 3, 'Y', 'N', 3, 346, 6);
insert into PROPERTY (PROPERTY_NO, STREET, CITY, POST_CODE, PROP_TYPE, ROOMS, ASKING_PRICE, RENTAL_PRICE, STAFFNO, OWNER_NO, COMMERCIAL_TYPE, PARKING_TYPE_ID, PROP_YEAR, PROP_SIZE, BATHROOM_COUNT, PETS_ALLOWED, UTILITIES_INCLUDED, NUM_FLOORS, YARD, BRANCHNO) values (11, '4449 Corscot Trail', 'Carriedo', 18955, 'Store', 3, 668951, 2909, 4, 61, 'Store', 'PT004', 1955, 3240, 5, 'N', 'N', 3, 247, 7);
insert into PROPERTY (PROPERTY_NO, STREET, CITY, POST_CODE, PROP_TYPE, ROOMS, ASKING_PRICE, RENTAL_PRICE, STAFFNO, OWNER_NO, COMMERCIAL_TYPE, PARKING_TYPE_ID, PROP_YEAR, PROP_SIZE, BATHROOM_COUNT, PETS_ALLOWED, UTILITIES_INCLUDED, NUM_FLOORS, YARD, BRANCHNO) values (12, '7726 Northport Lane', 'Chichigalpa', 38854, 'Store', 5, 1718192, 2396, 27, 96, 'Office', 'PT005', 1956, 6342, 0, 'N', 'N', 4, 346, 12);
insert into PROPERTY (PROPERTY_NO, STREET, CITY, POST_CODE, PROP_TYPE, ROOMS, ASKING_PRICE, RENTAL_PRICE, STAFFNO, OWNER_NO, COMMERCIAL_TYPE, PARKING_TYPE_ID, PROP_YEAR, PROP_SIZE, BATHROOM_COUNT, PETS_ALLOWED, UTILITIES_INCLUDED, NUM_FLOORS, YARD, BRANCHNO) values (13, '44 Brickson Park Avenue', 'Fargo', 95341, 'Condo', 3, 1996902, 1673, 54, 232, 'Office', 'PT002', 2009, 3624, 4, 'Y', 'Y', 1, 106, 4);
insert into PROPERTY (PROPERTY_NO, STREET, CITY, POST_CODE, PROP_TYPE, ROOMS, ASKING_PRICE, RENTAL_PRICE, STAFFNO, OWNER_NO, COMMERCIAL_TYPE, PARKING_TYPE_ID, PROP_YEAR, PROP_SIZE, BATHROOM_COUNT, PETS_ALLOWED, UTILITIES_INCLUDED, NUM_FLOORS, YARD, BRANCHNO) values (15, '740 Morningstar Pass', 'Sangongqiao', 83479, 'Condo', 2, 2439309, 3730, 20, 34, 'Home', 'PT007', 1918, 7183, 3, 'N', 'N', 1, 239, 9);
insert into PROPERTY (PROPERTY_NO, STREET, CITY, POST_CODE, PROP_TYPE, ROOMS, ASKING_PRICE, RENTAL_PRICE, STAFFNO, OWNER_NO, COMMERCIAL_TYPE, PARKING_TYPE_ID, PROP_YEAR, PROP_SIZE, BATHROOM_COUNT, PETS_ALLOWED, UTILITIES_INCLUDED, NUM_FLOORS, YARD, BRANCHNO) values (16, '68 Summerview Hill', 'Xubao', 31639, 'House', 3, 2335977, 866, 42, 112, 'Store', 'PT002', 2002, 617, 0, 'N', 'Y', 1, 23, 13);
insert into PROPERTY (PROPERTY_NO, STREET, CITY, POST_CODE, PROP_TYPE, ROOMS, ASKING_PRICE, RENTAL_PRICE, STAFFNO, OWNER_NO, COMMERCIAL_TYPE, PARKING_TYPE_ID, PROP_YEAR, PROP_SIZE, BATHROOM_COUNT, PETS_ALLOWED, UTILITIES_INCLUDED, NUM_FLOORS, YARD, BRANCHNO) values (17, '4 East Terrace', 'Koni-Djodjo', 81220, 'Apt', 3, 380813, 3198, 16, 165, 'Office', 'PT006', 1988, 6161, 1, 'N', 'N', 3, 189, 15);
insert into PROPERTY (PROPERTY_NO, STREET, CITY, POST_CODE, PROP_TYPE, ROOMS, ASKING_PRICE, RENTAL_PRICE, STAFFNO, OWNER_NO, COMMERCIAL_TYPE, PARKING_TYPE_ID, PROP_YEAR, PROP_SIZE, BATHROOM_COUNT, PETS_ALLOWED, UTILITIES_INCLUDED, NUM_FLOORS, YARD, BRANCHNO) values (18, '95 Bultman Park', 'Widuchowa', 43005, 'Store', 2, 1053641, 2529, 60, 18, 'Store', 'PT006', 1966, 3750, 4, 'N', 'N', 3, 278, 12);
insert into PROPERTY (PROPERTY_NO, STREET, CITY, POST_CODE, PROP_TYPE, ROOMS, ASKING_PRICE, RENTAL_PRICE, STAFFNO, OWNER_NO, COMMERCIAL_TYPE, PARKING_TYPE_ID, PROP_YEAR, PROP_SIZE, BATHROOM_COUNT, PETS_ALLOWED, UTILITIES_INCLUDED, NUM_FLOORS, YARD, BRANCHNO) values (22, '7 Dakota Place', 'Baculin', 62993, 'Store', 3, 1515695, 2278, 61, 57, 'Home', 'PT002', 1918, 6509, 5, 'N', 'Y', 5, 341, 12);
insert into PROPERTY (PROPERTY_NO, STREET, CITY, POST_CODE, PROP_TYPE, ROOMS, ASKING_PRICE, RENTAL_PRICE, STAFFNO, OWNER_NO, COMMERCIAL_TYPE, PARKING_TYPE_ID, PROP_YEAR, PROP_SIZE, BATHROOM_COUNT, PETS_ALLOWED, UTILITIES_INCLUDED, NUM_FLOORS, YARD, BRANCHNO) values (24, '267 Twin Pines Center', 'Battle Creek', 52895, 'Store', 4, 192097, 3481, 37, 213, 'Home', 'PT006', 1988, 2930, 2, 'Y', 'N', 1, 216, 10);
insert into PROPERTY (PROPERTY_NO, STREET, CITY, POST_CODE, PROP_TYPE, ROOMS, ASKING_PRICE, RENTAL_PRICE, STAFFNO, OWNER_NO, COMMERCIAL_TYPE, PARKING_TYPE_ID, PROP_YEAR, PROP_SIZE, BATHROOM_COUNT, PETS_ALLOWED, UTILITIES_INCLUDED, NUM_FLOORS, YARD, BRANCHNO) values (25, '8395 Milwaukee Alley', 'Belgorod', 75491, 'Apt', 5, 438104, 1597, 23, 11, 'Home', 'PT002', 1961, 7880, 2, 'N', 'N', 5, 208, 4);
insert into PROPERTY (PROPERTY_NO, STREET, CITY, POST_CODE, PROP_TYPE, ROOMS, ASKING_PRICE, RENTAL_PRICE, STAFFNO, OWNER_NO, COMMERCIAL_TYPE, PARKING_TYPE_ID, PROP_YEAR, PROP_SIZE, BATHROOM_COUNT, PETS_ALLOWED, UTILITIES_INCLUDED, NUM_FLOORS, YARD, BRANCHNO) values (26, '7718 New Castle Avenue', 'Ulricehamn', 65605, 'Apt', 5, 1809024, 1514, 23, 115, 'Store', 'PT004', 1958, 5516, 4, 'Y', 'Y', 5, 118, 9);
insert into PROPERTY (PROPERTY_NO, STREET, CITY, POST_CODE, PROP_TYPE, ROOMS, ASKING_PRICE, RENTAL_PRICE, STAFFNO, OWNER_NO, COMMERCIAL_TYPE, PARKING_TYPE_ID, PROP_YEAR, PROP_SIZE, BATHROOM_COUNT, PETS_ALLOWED, UTILITIES_INCLUDED, NUM_FLOORS, YARD, BRANCHNO) values (27, '4 Granby Court', 'Sidi Qacem', 73647, 'Apt', 5, 1611168, 3194, 6, 85, 'Store', 'PT005', 1916, 5916, 1, 'Y', 'N', 3, 275, 4);
insert into PROPERTY (PROPERTY_NO, STREET, CITY, POST_CODE, PROP_TYPE, ROOMS, ASKING_PRICE, RENTAL_PRICE, STAFFNO, OWNER_NO, COMMERCIAL_TYPE, PARKING_TYPE_ID, PROP_YEAR, PROP_SIZE, BATHROOM_COUNT, PETS_ALLOWED, UTILITIES_INCLUDED, NUM_FLOORS, YARD, BRANCHNO) values (29, '47047 Karstens Place', 'Carapicuíba', 52446, 'Store', 1, 2197690, 2136, 36, 239, 'Home', 'PT003', 1981, 4169, 2, 'N', 'Y', 1, 31, 4);
insert into PROPERTY (PROPERTY_NO, STREET, CITY, POST_CODE, PROP_TYPE, ROOMS, ASKING_PRICE, RENTAL_PRICE, STAFFNO, OWNER_NO, COMMERCIAL_TYPE, PARKING_TYPE_ID, PROP_YEAR, PROP_SIZE, BATHROOM_COUNT, PETS_ALLOWED, UTILITIES_INCLUDED, NUM_FLOORS, YARD, BRANCHNO) values (30, '1752 Bultman Point', 'Jorf', 11401, 'Condo', 0, 1784853, 3707, 53, 170, 'Home', 'PT003', 1969, 5761, 4, 'N', 'Y', 2, 348, 12);
insert into PROPERTY (PROPERTY_NO, STREET, CITY, POST_CODE, PROP_TYPE, ROOMS, ASKING_PRICE, RENTAL_PRICE, STAFFNO, OWNER_NO, COMMERCIAL_TYPE, PARKING_TYPE_ID, PROP_YEAR, PROP_SIZE, BATHROOM_COUNT, PETS_ALLOWED, UTILITIES_INCLUDED, NUM_FLOORS, YARD, BRANCHNO) values (31, '35 Green Ridge Place', 'Tomado', 41294, 'Apt', 0, 197726, 4146, 17, 18, 'Home', 'PT003', 1928, 3536, 2, 'Y', 'Y', 2, 52, 13);
insert into PROPERTY (PROPERTY_NO, STREET, CITY, POST_CODE, PROP_TYPE, ROOMS, ASKING_PRICE, RENTAL_PRICE, STAFFNO, OWNER_NO, COMMERCIAL_TYPE, PARKING_TYPE_ID, PROP_YEAR, PROP_SIZE, BATHROOM_COUNT, PETS_ALLOWED, UTILITIES_INCLUDED, NUM_FLOORS, YARD, BRANCHNO) values (32, '52491 Mandrake Avenue', 'Salento', 83384, 'Condo', 1, 930001, 364, 17, 145, 'Home', 'PT007', 1993, 6202, 4, 'N', 'N', 4, 241, 7);
insert into PROPERTY (PROPERTY_NO, STREET, CITY, POST_CODE, PROP_TYPE, ROOMS, ASKING_PRICE, RENTAL_PRICE, STAFFNO, OWNER_NO, COMMERCIAL_TYPE, PARKING_TYPE_ID, PROP_YEAR, PROP_SIZE, BATHROOM_COUNT, PETS_ALLOWED, UTILITIES_INCLUDED, NUM_FLOORS, YARD, BRANCHNO) values (33, '666 Iowa Pass', 'Cijangkar', 18078, 'Condo', 4, 332461, 1217, 15, 244, 'Office', 'PT001', 1980, 4765, 3, 'Y', 'N', 5, 71, 2);
insert into PROPERTY (PROPERTY_NO, STREET, CITY, POST_CODE, PROP_TYPE, ROOMS, ASKING_PRICE, RENTAL_PRICE, STAFFNO, OWNER_NO, COMMERCIAL_TYPE, PARKING_TYPE_ID, PROP_YEAR, PROP_SIZE, BATHROOM_COUNT, PETS_ALLOWED, UTILITIES_INCLUDED, NUM_FLOORS, YARD, BRANCHNO) values (37, '52 Hintze Crossing', 'Borbon', 28725, 'Store', 3, 2273546, 4087, 19, 217, 'Home', 'PT004', 1944, 3308, 0, 'Y', 'N', 3, 253, 3);
